title,author,duration,start_date,finish_date,reading_speed,cover_url,percent_complete
The Dark Talent,Brandon Sanderson,5.75,02/05/2023 - 12:24 PM,02/08/2023 - 02:11 AM,2.0,,100%
Einstein: His Life and Universe,Walter Isaacson,21.50,02/08/2023 - 02:16 AM,02/17/2023 - 04:37 PM,2.0,,100%
Infinity Blade: Awakening,Brandon Sanderson,4.67,02/17/2023 - 04:38 PM,02/18/2023 - 01:01 PM,2.0,,100%
Infinity Blade: Redemption,Brandon Sanderson,4.57,02/18/2023 - 01:01 PM,02/19/2023 - 10:01 AM,2.0,,100%
Brandon Sanderson Short Stories,Brandon Sanderson,8.12,02/19/2023 - 10:16 AM,02/21/2023 - 05:59 PM,2.0,,100%
White Sand: Graphic Novel,Brandon Sanderson,15.64,02/21/2023 - 06:00 PM,02/26/2023 - 06:00 PM,2.0,,100%
Remarkably Bright Creatures,Shelby Van Pelt,11.28,02/25/2023 - 05:21 PM,03/01/2023 - 12:38 PM,2.0,,100%
Snapshot + Fire + Original,Brandon Sanderson,8.49,03/01/2023 - 12:39 PM,03/04/2023 - 04:47 PM,2.0,,100%
Legion + Skin Deep,Brandon Sanderson,5.90,03/03/2023 - 05:00 PM,03/05/2023 - 12:03 AM,2.0,,100%
Lies of the Beholder,Brandon Sanderson,4.30,03/05/2023 - 12:03 AM,03/07/2023 - 12:03 AM,2.0,,100%
Death & Faxes,Brandon Sanderson,5.90,03/07/2023 - 12:03 AM,03/09/2023 - 12:03 AM,2.0,,100%
Lux,Brandon Sanderson,13.92,03/09/2023 - 01:12 AM,03/14/2023 - 01:59 PM,2.0,,100%
The Three-Body Problem,Cixin Liu,13.43,03/14/2023 - 02:00 PM,03/17/2023 - 12:16 AM,2.0,,100%
Children of Time,Adrian Tchaikovsky,16.52,03/17/2023 - 12:20 AM,03/23/2023 - 12:45 PM,2.0,,100%
Bastille vs the Evil Librarians,Brandon Sanderson,4.85,03/23/2023 - 12:53 PM,03/25/2023 - 03:54 AM,2.0,,100%
Dark One: Forgotten,Brandon Sanderson,6.55,03/26/2023 - 09:16 PM,03/29/2023 - 12:57 AM,2.0,,100%
The Frugal Wizard's Handbook...,Brandon Sanderson,9.20,04/01/2023 - 12:10 AM,04/05/2023 - 12:33 PM,2.0,,100%
Skyward,Brandon Sanderson,15.37,04/05/2023 - 01:53 PM,04/10/2023 - 11:44 PM,2.0,,100%
Starsight,Brandon Sanderson,14.42,04/11/2023 - 12:28 AM,04/16/2023 - 06:39 PM,2.0,,100%
Sunreach,Brandon Sanderson,5.35,04/16/2023 - 06:40 PM,04/18/2023 - 11:05 PM,2.0,,100%
ReDawn,Brandon Sanderson,6.95,04/18/2023 - 11:06 PM,04/20/2023 - 11:28 PM,2.0,,100%
Cytonic,Brandon Sanderson,13.25,04/21/2023 - 04:03 PM,04/24/2023 - 10:24 PM,2.0,,100%
Evershore,Brandon Sanderson,6.90,04/24/2023 - 10:35 PM,04/25/2023 - 09:55 PM,2.0,,100%
The Windsor Knot,S.J. Bennett,8.08,04/29/2023 - 05:21 PM,05/01/2023 - 07:53 PM,2.0,,100%
Edison,Edmund Morris,25.08,05/01/2023 - 07:54 PM,05/16/2023 - 06:14 PM,2.0,,100%
Dust,Patricia Cornwell,14.12,05/16/2023 - 10:46 PM,05/25/2023 - 09:36 PM,2.0,,100%
Children of Ruin,Adrian Tchaikovsky,15.43,05/26/2023 - 12:23 AM,06/02/2023 - 10:59 AM,2.0,,100%
Flesh and Blood,Patricia Cornwell,12.17,06/05/2023 - 05:20 PM,06/11/2023 - 01:19 AM,2.0,,100%
Children of Memory,Adrian Tchaikovsky,13.45,06/13/2023 - 12:00 PM,06/21/2023 - 09:12 AM,2.0,,100%
Depraved Heart,Patricia Cornwell,14.88,06/21/2023 - 09:18 AM,06/25/2023 - 01:21 PM,2.0,,100%
Fourth Wing,Rebecca Yarros,20.87,06/25/2023 - 02:09 PM,06/30/2023 - 11:36 PM,2.0,,100%
Yumi and the Nightmare Painter,Brandon Sanderson,14.72,07/01/2023 - 12:10 AM,07/08/2023 - 08:39 PM,2.0,,100%
Billy Joel,Fred Schruers,12.97,07/09/2023 - 06:10 PM,07/20/2023 - 10:57 AM,2.0,,100%
Dracula,Bram Stoker,18.40,07/20/2023 - 05:22 PM,07/31/2023 - 11:00 PM,2.0,,100%
Chaos,Patricia Cornwell,13.03,08/01/2023 - 12:00 AM,08/10/2023 - 01:41 AM,2.0,,100%
Light Bringer,Pierce Brown,30.15,08/13/2023 - 12:48 AM,08/25/2023 - 09:35 PM,2.0,,100%
The Serpent and the Wings of Night,Carissa Broadbent,14.67,08/25/2023 - 09:42 PM,08/29/2023 - 12:56 PM,2.0,,100%
Hellburner,Mike Maden,12.87,08/29/2023 - 01:03 PM,09/04/2023 - 12:57 PM,2.0,,100%
A Court of Thrones and Roses,Sarah J. Maas,16.13,09/04/2023 - 06:40 PM,09/07/2023 - 12:40 AM,2.0,,100%
A Court of Mist and Fury,Sarah J. Maas,23.27,09/07/2023 - 05:30 PM,09/13/2023 - 01:08 PM,2.0,,100%
A Court of Wings and Ruin,Sarah J. Maas,25.15,09/13/2023 - 01:11 PM,09/22/2023 - 10:11 PM,2.0,,100%
A Court of Frost and Starlight,Sarah J. Maas,6.40,09/22/2023 - 10:12 PM,09/24/2023 - 09:07 AM,2.0,,100%
A Court of Silver Flames,Sarah J. Maas,26.08,09/24/2023 - 09:12 AM,09/29/2023 - 12:55 PM,2.0,,100%
Throne of Glass,Sarah J. Maas,12.28,09/29/2023 - 05:59 PM,09/30/2023 - 11:38 PM,2.0,,100%
The Sunlit Man,Brandon Sanderson,11.18,10/01/2023 - 12:05 AM,10/05/2023 - 11:44 AM,2.0,,100%
Crown of Midnight,Sarah J. Maas,12.03,10/05/2023 - 12:32 PM,10/10/2023 - 01:10 AM,2.0,,100%
Heir of Fire,Sarah J. Maas,20.23,10/10/2023 - 12:09 PM,10/16/2023 - 11:14 PM,2.0,,100%
Think Again,Adam Grant,6.67,10/14/2023 - 11:14 PM,10/17/2023 - 11:00 PM,2.0,,100%
The Assassin's Blade,Sarah J. Maas,12.87,10/16/2023 - 11:14 PM,10/21/2023 - 08:31 PM,2.0,,100%
Queen of Shadows,Sarah J. Maas,20.23,10/22/2023 - 11:36 AM,10/28/2023 - 08:15 PM,2.0,,100%
Empire of Storms,Sarah J. Maas,25.30,10/28/2023 - 11:45 PM,11/07/2023 - 10:45 AM,2.0,,100%
Tower of Dawn,Sarah J. Maas,22.67,11/07/2023 - 10:45 AM,11/16/2023 - 09:41 PM,2.0,,100%
Resurrection Walk,Michael Connelly,10.50,11/17/2023 - 12:35 PM,11/23/2023 - 01:38 AM,2.0,,100%
Defiant,Brandon Sanderson,13.82,11/23/2023 - 03:19 PM,11/28/2023 - 08:41 PM,2.0,,100%
Shards of Earth,Adrian Tchaikovsky,18.72,11/28/2023 - 10:00 PM,12/04/2023 - 02:48 PM,2.0,,100%
Kingdom of Ash,Sarah J. Maas,33.18,12/04/2023 - 12:43 AM,12/17/2023 - 11:55 PM,2.0,,100%
We Are Legion (We Are Bob),Dennis E. Taylor,9.52,12/18/2023 - 12:06 AM,12/20/2023 - 08:31 AM,2.0,,100%
For We Are Many,Dennis E. Taylor,8.98,12/20/2023 - 08:34 AM,12/22/2023 - 02:32 PM,2.0,,100%
All These Worlds,Dennis E. Taylor,7.93,12/22/2023 - 02:34 PM,12/24/2023 - 10:44 PM,2.0,,100%
Heaven's River,Dennis E. Taylor,16.95,12/24/2023 - 10:45 PM,12/30/2023 - 03:45 PM,2.0,,100%
Long Chills and Case Dough,Brandon Sanderson,1.24,12/30/2023 - 04:57 PM,12/30/2023 - 07:57 PM,2.0,,100%
I Am Not Spock,Leonard Nimoy,4.57,12/30/2023 - 08:28 PM,12/31/2023 - 11:41 PM,2.0,,100%
New Spring,Robert Jordan,12.63,01/01/2022 - 12:00 AM,01/04/2022 - 03:34 PM,2.0,,100%
The Eye of the World,Robert Jordan,29.95,01/04/2022 - 03:34 PM,01/12/2022 - 01:51 PM,2.0,,100%
The Great Hunt,Robert Jordan,26.45,01/12/2022 - 01:51 PM,01/19/2022 - 01:25 AM,2.0,,100%
The Dragon Reborn,Robert Jordan,24.68,01/19/2022 - 01:25 AM,01/24/2022 - 07:13 PM,2.0,,100%
The Shadow Rising,Robert Jordan,41.12,01/24/2022 - 07:13 PM,02/06/2022 - 01:36 PM,2.0,,100%
How To Talk So Kids Will Listen,Joanna Faber,10.13,01/24/2022 - 08:38 PM,01/25/2022 - 11:26 PM,2.0,,100%
Ariadne,Jennifer Saint,11.98,02/06/2022 - 01:46 PM,02/08/2022 - 12:57 AM,2.0,,100%
The Fires of Heaven,Robert Jordan,36.33,02/08/2022 - 01:03 AM,02/26/2022 - 08:46 PM,2.0,,100%
The Last Thing He Told Me,Laura Dave,8.82,02/26/2022 - 08:46 PM,03/02/2022 - 07:18 PM,2.0,,100%
Lord of Chaos,Robert Jordan,41.53,03/02/2022 - 07:18 PM,03/21/2022 - 12:48 AM,2.0,,100%
A Court of Thorns and Roses,Sarah J. Maas,16.13,03/16/2022 - 04:05 PM,03/28/2022 - 12:02 PM,2.0,,100%
A Crown of Swords,Sarah J. Maas,30.40,03/28/2022 - 12:27 PM,04/24/2022 - 10:17 AM,2.0,,100%
A Court of Mist and Fury,Sarah J. Maas,23.27,04/10/2022 - 11:20 PM,04/11/2022 - 07:48 PM,2.0,,100%
Apples Never Fall,Liane Moriarty,18.07,04/22/2022 - 05:25 PM,05/31/2022 - 01:14 AM,2.0,,100%
The Path of Daggers,Robert Jordan,23.42,04/24/2022 - 10:29 AM,05/19/2022 - 11:58 PM,2.0,,100%
Winter's Heart,Robert Jordan,24.20,05/31/2022 - 01:27 AM,06/17/2022 - 04:02 PM,2.0,,100%
Crossroads of Twilight,Robert Jordan,26.07,06/17/2022 - 08:15 PM,07/08/2022 - 01:59 PM,2.0,,100%
Old Man's War,John Scalzi,9.9,07/08/2022 - 02:01 PM,07/10/2022 - 02:39 PM,2.0,,100%
Knife of Dreams,Robert Jordan,32.20,07/10/2022 - 02:40 PM,07/24/2022 - 02:36 PM,2.0,,100%
The Ghost Brigades,John Scalzi,10.42,07/24/2022 - 08:36 PM,07/27/2022 - 07:56 PM,2.0,,100%
The Gathering Storm,Brandon Sanderson,33.00,07/28/2022 - 12:12 AM,08/07/2022 - 07:40 PM,2.0,,100%
The Last Colony,John Scalzi,9.85,08/07/2022 - 08:15 PM,08/09/2022 - 11:29 PM,2.0,,100%
Towers of Midnight,Brandon Sanderson,38.38,08/09/2022 - 11:39 PM,09/04/2022 - 03:03 PM,2.0,,100%
Arsenic and Adobo,Mia P. Manansala,9.33,08/10/2022 - 12:26 PM,09/02/2022 - 04:04 PM,2.0,,100%
Zoe's Tale,John Scalzi,10.00,09/04/2022 - 03:22 PM,09/06/2022 - 03:54 PM,2.0,,100%
A Memory of Light,Brandon Sanderson,41.78,09/06/2022 - 04:06 PM,10/05/2022 - 01:09 AM,2.0,,100%
Remember,Lisa Genova,6.07,10/05/2022 - 09:15 AM,10/07/2022 - 11:55 PM,2.0,,100%
All Good People Here,Ashley Flowers,10.58,09/30/2022 - 04:49 PM,10/14/2022 - 08:52 PM,2.0,,100%
The Human Division,John Scalzi,14.88,10/08/2022 - 12:15 AM,10/14/2022 - 11:13 PM,2.0,,100%
A Short History of Nearly Everything,Bill Bryson,18.28,10/15/2022 - 12:28 AM,10/26/2022 - 01:58 AM,2.0,,100%
Blow Fly,Patricia Cornwell,12.47,10/26/2022 - 10:05 AM,10/30/2022 - 09:52 PM,2.0,,100%
Exit Strategy,Martha Wells,3.77,10/31/2022 - 01:06 AM,10/31/2022 - 10:04 PM,2.0,,100%
These Are The Voyages,Marc Cushman,27.92,10/31/2022 - 10:07 PM,11/14/2022 - 12:37 AM,2.0,,100%
The End of All Things,John Scalzi,10.67,11/14/2022 - 12:46 AM,11/15/2022 - 11:52 PM,2.0,,100%
Secret History,Brandon Sanderson,7.12,11/16/2022 - 12:34 AM,11/16/2022 - 04:46 PM,2.0,,100%
The Lost Metal,Brandon Sanderson,18.77,11/16/2022 - 04:52 PM,11/18/2022 - 04:03 PM,2.0,,100%
Desert Star,Michael Connelly,9.62,11/18/2022 - 04:41 PM,11/20/2022 - 09:37 PM,2.0,,100%
The Handmaid's Tale,Margaret Atwood,11.37,11/21/2022 - 12:47 AM,11/22/2022 - 02:53 PM,2.0,,100%
A Forest of Vanity and Valour,A.P. Beswick,5.95,11/22/2022 - 06:08 PM,11/23/2022 - 06:09 PM,2.0,,100%
Trace,Patricia Cornwell,12.35,11/23/2022 - 08:26 PM,11/26/2022 - 02:04 AM,2.0,,100%
Leonardo da Vinci,Walter Isaacson,17.02,11/27/2022 - 01:25 AM,11/29/2022 - 10:00 PM,2.0,,100%
Predator,Patricia Cornwell,10.80,11/30/2022 - 01:15 AM,12/01/2022 - 11:56 PM,2.0,,100%
The Golem and the Jinni,Helene Wecker,19.70,12/01/2022 - 11:58 PM,12/06/2022 - 02:34 AM,2.0,,100%
Book of the Dead,Patricia Cornwell,13.23,12/06/2022 - 08:57 AM,12/09/2022 - 01:09 AM,2.0,,100%
Network Effect,Martha Wells,12.78,12/09/2022 - 08:04 AM,12/12/2022 - 12:02 PM,2.0,,100%
Scarpetta,Patricia Cornwell,15.20,12/12/2022 - 02:40 PM,12/15/2022 - 09:59 PM,2.0,,100%
The Christmas Pig,J.K. Rowling,5.62,12/15/2022 - 10:04 PM,12/16/2022 - 02:05 AM,2.0,,100%
Fugitive Telemetry,Martha Wells,4.40,12/16/2022 - 10:49 AM,12/16/2022 - 11:26 PM,2.0,,100%
Letters from Father Christmas,J.R.R. Tolkien,2.13,12/17/2022 - 09:47 AM,12/17/2022 - 08:15 PM,2.0,,100%
The Scarpetta Factor,Patricia Cornwell,16.20,12/17/2022 - 11:53 PM,12/21/2022 - 12:32 PM,2.0,,100%
The Autobiography of Santa Claus,Jeff Guinn,9.12,12/21/2022 - 12:33 PM,12/25/2022 - 01:56 AM,2.0,,100%
Port Mortuary,Patricia Cornwell,12.53,12/25/2022 - 11:35 PM,12/28/2022 - 02:59 PM,2.0,,100%
Red Mist,Patricia Cornwell,14.38,12/28/2022 - 03:01 PM,12/31/2022 - 08:42 PM,2.0,,100%
Heaven's River,Dennis E. Taylor,16.95,01/01/2021 - 12:00 AM,01/05/2021 - 10:35 AM,2.0,,100%
Killing Floor,Lee Child,14.82,01/05/2021 - 10:35 AM,01/11/2021 - 12:15 AM,2.0,,100%
The Devil and the Dark Water,Stuart Turton,15.18,01/11/2021 - 12:15 AM,01/13/2021 - 10:18 PM,2.0,,100%
Die Trying,Lee Child,15.02,01/13/2021 - 10:18 PM,01/20/2021 - 02:49 AM,2.0,,100%
The Guest List,Lucy Foley,9.90,01/20/2021 - 02:49 AM,01/21/2021 - 08:17 PM,2.0,,100%
Light of the Jedi,Charles Soule,13.58,01/21/2021 - 08:17 PM,01/25/2021 - 10:33 AM,2.0,,100%
Brave New World,Aldous Huxley,8.00,01/25/2021 - 10:33 AM,01/27/2021 - 02:24 AM,2.0,,100%
The Hobbit,J.R.R. Tolkien,10.97,01/27/2021 - 02:24 AM,02/06/2021 - 06:28 PM,2.0,,100%
The Fellowship of the Ring,J.R.R. Tolkien,19.92,02/06/2021 - 06:28 PM,03/14/2021 - 05:40 PM,2.0,,100%
The Two Towers,J.R.R. Tolkien,16.60,03/14/2021 - 05:40 PM,05/02/2021 - 05:26 PM,2.0,,100%
The Return of the King,J.R.R. Tolkien,17.15,05/02/2021 - 05:26 PM,06/09/2021 - 11:15 PM,2.0,,100%
The Silmarillion,J.R.R. Tolkien,14.82,06/09/2021 - 11:15 PM,07/19/2021 - 05:30 PM,2.0,,100%
Project Hail Mary,Andy Weir,16.17,07/19/2021 - 05:30 PM,07/22/2021 - 02:50 AM,2.0,,100%
The Midnight Library,Matt Haig,8.85,07/22/2021 - 02:50 AM,07/23/2021 - 01:10 AM,2.0,,100%
Postmortem,Patricia Cornwell,11.45,07/23/2021 - 01:10 AM,07/29/2021 - 02:22 AM,2.0,,100%
I Am Legend,Richard Matheson,4.08,07/29/2021 - 02:22 AM,07/30/2021 - 12:56 AM,2.0,,100%
Body of Evidence,Patricia Cornwell,12.80,07/30/2021 - 12:56 AM,08/03/2021 - 12:58 AM,2.0,,100%
World War Z,Max Brooks,12.20,08/03/2021 - 12:58 AM,08/09/2021 - 11:30 PM,2.0,,100%
All That Remains,Patricia Cornwell,12.53,08/09/2021 - 11:30 PM,08/15/2021 - 04:25 PM,2.0,,100%
"I, Robot",Isaac Asimov,8.33,08/15/2021 - 04:25 PM,08/21/2021 - 03:52 PM,2.0,,100%
Cruel and Unusual,Patricia Cornwell,11.72,08/21/2021 - 03:52 PM,08/27/2021 - 01:33 AM,2.0,,100%
The City of Ember,Jeanne DuPrau,6.83,08/27/2021 - 01:33 AM,08/30/2021 - 11:56 PM,2.0,,100%
Leviathan Wakes,James S.A. Corey,19.15,08/30/2021 - 11:56 PM,09/10/2021 - 07:05 PM,2.0,,100%
The Body Farm,Patricia Cornwell,11.67,09/10/2021 - 07:05 PM,09/20/2021 - 05:27 PM,2.0,,100%
To Sleep in a Sea of Stars,Christopher Paolini,32.50,09/20/2021 - 05:27 PM,10/04/2021 - 06:29 PM,2.0,,100%
From Potter's Field,Patricia Cornwell,9.05,10/04/2021 - 06:29 PM,10/05/2021 - 04:18 PM,2.0,,100%
Blood of Elves,Andrzej Sapkowski,10.90,10/05/2021 - 04:18 PM,10/18/2021 - 04:02 PM,2.0,,100%
Cause of Death,Patricia Cornwell,9.03,10/18/2021 - 04:02 PM,10/20/2021 - 03:03 PM,2.0,,100%
The Chemist,Stephenie Meyer,17.02,10/20/2021 - 03:03 PM,10/22/2021 - 07:18 PM,2.0,,100%
Secrets of the Force,Edward Gross,24.22,10/22/2021 - 07:18 PM,11/03/2021 - 10:36 PM,2.0,,100%
Watching You,Lisa Jewell,10.85,11/03/2021 - 10:36 PM,11/05/2021 - 02:05 AM,2.0,,100%
Unnatural Exposure,Patricia Cornwell,11.17,11/05/2021 - 02:05 AM,11/10/2021 - 11:58 AM,2.0,,100%
The Dark Hours,Michael Connelly,11.07,11/10/2021 - 11:58 AM,11/15/2021 - 12:16 PM,2.0,,100%
Point of Origin,Patricia Cornwell,10.95,11/15/2021 - 12:16 PM,11/23/2021 - 11:14 AM,2.0,,100%
Hercule Poirot's Christmas,Agatha Christie,6.15,11/23/2021 - 11:14 AM,11/29/2021 - 01:55 AM,2.0,,100%
Black Notice,Patricia Cornwell,12.35,11/29/2021 - 01:55 AM,12/04/2021 - 04:23 PM,2.0,,100%
Casino Royale,Ian Fleming,4.72,12/04/2021 - 04:23 PM,12/09/2021 - 02:40 PM,2.0,,100%
Live and Let Die,Ian Fleming,6.87,12/09/2021 - 02:40 PM,12/14/2021 - 04:59 PM,2.0,,100%
A Redbird Christmas,Fannie Flagg,5.53,12/14/2021 - 04:59 PM,12/16/2021 - 10:06 PM,2.0,,100%
The Last Precinct,Patricia Cornwell,16.93,12/16/2021 - 10:06 PM,12/28/2021 - 11:25 AM,2.0,,100%
All Systems Red,Martha Wells,3.28,12/28/2021 - 11:25 AM,12/29/2021 - 04:13 PM,2.0,,100%
Artificial Condition,Martha Wells,3.35,12/29/2021 - 04:13 PM,12/31/2021 - 01:15 AM,2.0,,100%
Rogue Protocol,Martha Wells,3.35,12/31/2021 - 01:15 AM,12/31/2021 - 11:15 PM,2.0,,100%
Jurassic Park,Michael Crichton,13.48,01/01/2020 - 12:00 AM,01/08/2020 - 12:00 AM,2.0,,100%
The Lost World,MIchael Crichton,15.33,01/08/2020 - 12:00 AM,01/19/2020 - 12:00 AM,2.0,,100%
Final Option,Clive Cussler,10.23,01/19/2020 - 12:00 AM,01/27/2020 - 12:00 AM,2.0,,100%
Jumper,Steven Gould,10.77,01/27/2020 - 12:00 AM,01/31/2020 - 12:00 AM,2.0,,100%
We Are Legion (We Are Bob),Dennis E. Taylor,9.52,01/31/2020 - 12:00 AM,02/06/2020 - 12:00 AM,2.0,,100%
For We Are Many,Dennis E. Taylor,8.98,02/06/2020 - 12:00 AM,02/10/2020 - 12:00 AM,2.0,,100%
All These Worlds,Dennis E. Taylor,7.93,02/10/2020 - 12:00 AM,02/12/2020 - 12:00 AM,2.0,,100%
The Black Echo,Michael Connelly,13.82,02/12/2020 - 12:00 AM,02/19/2020 - 12:00 AM,2.0,,100%
The Black Ice,Michael Connelly,11.63,02/19/2020 - 12:00 AM,02/29/2020 - 12:00 AM,2.0,,100%
Wishful Drinking,Carrie Fisher,3.1,02/29/2020 - 12:00 AM,03/01/2020 - 12:00 AM,2.0,,100%
Timeline,MIchael Crichton,15.07,03/01/2020 - 12:00 AM,03/11/2020 - 12:00 AM,2.0,,100%
Bossypants,Tina Fey,5.53,03/11/2020 - 12:00 AM,03/15/2020 - 12:00 AM,2.0,,100%
Planet of the Apes,Pierra Boulle,5.9,03/15/2020 - 12:00 AM,03/18/2020 - 12:00 AM,2.0,,100%
The Concrete Blonde,Michael Connelly,14.43,03/18/2020 - 12:00 AM,03/26/2020 - 12:00 AM,2.0,,100%
The Last Coyote,Michael Connelly,13.43,03/26/2020 - 12:00 AM,04/05/2020 - 12:00 AM,2.0,,100%
Trunk Music,Michael Connelly,12.68,04/05/2020 - 12:00 AM,04/13/2020 - 12:00 AM,2.0,,100%
Angels Flight,Michael Connelly,10.92,04/13/2020 - 12:00 AM,04/22/2020 - 12:00 AM,2.0,,100%
Yes Please,Amy Poehler,7.6,04/22/2020 - 12:00 AM,04/24/2020 - 12:00 AM,2.0,,100%
A Darkness More Than Night,Michael Connelly,12.57,04/24/2020 - 12:00 AM,04/30/2020 - 12:00 AM,2.0,,100%
City of Bones,Michael Connelly,11.18,04/30/2020 - 12:00 AM,05/03/2020 - 12:00 AM,2.0,,100%
Lost Light,Michael Connelly,9.33,05/03/2020 - 12:00 AM,05/08/2020 - 12:00 AM,2.0,,100%
The Poet,Michael Connelly,15.4,05/08/2020 - 12:00 AM,05/11/2020 - 12:00 AM,2.0,,100%
The Narrows,Michael Connelly,10.95,05/11/2020 - 12:00 AM,05/13/2020 - 12:00 AM,2.0,,100%
The Closers,Michael Connelly,11.45,05/13/2020 - 12:00 AM,05/16/2020 - 12:00 AM,2.0,,100%
The Lincoln Lawyer,Michael Connelly,11.58,05/16/2020 - 12:00 AM,05/20/2020 - 12:00 AM,2.0,,100%
The 7 ½ Deaths of Evelyn Hardcastle,Stuart Turton,17.1,05/20/2020 - 12:00 AM,05/23/2020 - 12:00 AM,2.0,,100%
Echo Park,Michael Connelly,10.53,05/23/2020 - 12:00 AM,05/27/2020 - 12:00 AM,2.0,,100%
The Ballad of Songbirds and Snakes,Suzanne Collins,17.68,05/27/2020 - 12:00 AM,06/02/2020 - 12:00 AM,2.0,,100%
The Overlook,Michael Connelly,6.07,06/02/2020 - 12:00 AM,06/05/2020 - 12:00 AM,2.0,,100%
Sourcery,Terry Pratchett,7.9,06/05/2020 - 12:00 AM,06/06/2020 - 12:00 AM,2.0,,100%
The Brass Verdict,Michael Connelly,11.35,06/06/2020 - 12:00 AM,06/09/2020 - 12:00 AM,2.0,,100%
Alice's Adventures in Wonderland,Lewis Carroll,6,06/09/2020 - 12:00 AM,06/13/2020 - 12:00 AM,2.0,,100%
The Scarecrow,Michael Connelly,11.25,06/13/2020 - 12:00 AM,06/17/2020 - 12:00 AM,2.0,,100%
And Another Thing...,Eoin Colfer,11.9,06/17/2020 - 12:00 AM,06/20/2020 - 12:00 AM,2.0,,100%
Nine Dragons,Michael Connelly,11.25,06/20/2020 - 12:00 AM,06/25/2020 - 12:00 AM,2.0,,100%
Where the Crawdads Sing,Delia Owens,12.2,06/25/2020 - 12:00 AM,06/28/2020 - 12:00 AM,2.0,,100%
The Reversal,Michael Connelly,11.55,06/28/2020 - 12:00 AM,07/03/2020 - 12:00 AM,2.0,,100%
Les Misérables,Victor Hugo,60.23,07/03/2020 - 12:00 AM,07/29/2020 - 12:00 AM,2.0,,100%
The Fifth Witness,Michael Connelly,13.95,07/29/2020 - 12:00 AM,08/04/2020 - 12:00 AM,2.0,,100%
The Drop,Michael Connelly,15.52,08/04/2020 - 12:00 AM,08/09/2020 - 12:00 AM,2.0,,100%
Heir to the Empire,Timothy Zahn,13.15,08/09/2020 - 12:00 AM,08/27/2020 - 12:00 AM,2.0,,100%
The Black Box,Michael Connelly,15.52,08/27/2020 - 12:00 AM,09/01/2020 - 12:00 AM,2.0,,100%
Midnight Sun,Stephenie Meyer,25.82,09/01/2020 - 12:00 AM,09/14/2020 - 12:00 AM,2.0,,100%
Charlotte's Web,E.B. White,3.5,09/14/2020 - 12:00 AM,09/15/2020 - 12:00 AM,2.0,,100%
The Gods of Guilt,Michael Connelly,11.77,09/15/2020 - 12:00 AM,09/23/2020 - 12:00 AM,2.0,,100%
The Burning Room,Michael Connelly,10.18,09/23/2020 - 12:00 AM,09/27/2020 - 12:00 AM,2.0,,100%
The Crossing,Michael Connelly,9.34,09/27/2020 - 12:00 AM,10/02/2020 - 12:00 AM,2.0,,100%
The Bear and the Nightingale,Katherine Arden,11.8,10/02/2020 - 12:00 AM,10/10/2020 - 12:00 AM,2.0,,100%
The Wrong Side of Goodbye,Michael Connelly,10.35,10/10/2020 - 12:00 AM,10/12/2020 - 12:00 AM,2.0,,100%
A Crash of Fate - Galaxy's Edge,Zoraida Córdova,7.9,10/12/2020 - 12:00 AM,10/13/2020 - 12:00 AM,2.0,,100%
Black Spire - Galaxy's Edge,Delilah S. Dawson,12.95,10/13/2020 - 12:00 AM,10/16/2020 - 12:00 AM,2.0,,100%
The Late Show,Michael Connelly,9.42,10/16/2020 - 12:00 AM,10/25/2020 - 12:00 AM,2.0,,100%
Two Kinds of Truth,Michael Connelly,9.92,10/25/2020 - 12:00 AM,11/03/2020 - 12:00 AM,2.0,,100%
Blood Work,Michael Connelly,12.67,11/03/2020 - 12:00 AM,11/06/2020 - 12:00 AM,2.0,,100%
Void Moon,Michael Connelly,10.93,11/06/2020 - 12:00 AM,11/09/2020 - 12:00 AM,2.0,,100%
Chasing the Dime,Michael Connelly,10.38,11/09/2020 - 12:00 AM,11/11/2020 - 12:00 AM,2.0,,100%
Dark Sacred Night,Michael Connelly,10.65,11/11/2020 - 12:00 AM,11/13/2020 - 12:00 AM,2.0,,100%
The Night Fire,Michael Connelly,10.07,11/13/2020 - 12:00 AM,11/16/2020 - 12:00 AM,2.0,,100%
Dawnshard,Brandon Sanderson,5.12,11/16/2020 - 12:00 AM,11/17/2020 - 12:00 AM,2.0,,100%
Rhythm of War,Brandon Sanderson,57.45,11/17/2020 - 12:00 AM,12/07/2020 - 12:00 AM,2.0,,100%
Fair Warning,Michael Connelly,10.33,12/07/2020 - 12:00 AM,12/09/2020 - 12:00 AM,2.0,,100%
The Law of Innocence,Michael Connelly,12.45,12/09/2020 - 12:00 AM,12/14/2020 - 12:00 AM,2.0,,100%
A Christmas Carol,Charles Dickens,3.52,12/14/2020 - 12:00 AM,12/16/2020 - 12:00 AM,2.0,,100%
Ready Player Two,Ernest Cline,13.77,12/16/2020 - 12:00 AM,12/27/2020 - 12:00 AM,2.0,,100%
Marauder,Clive Cussler,9.38,12/27/2020 - 12:00 AM,12/31/2020 - 12:00 AM,2.0,,100%
